ve,214
bir,206
de,197
da,196
ile,195
olarak,194
bu,192
için,191
olan,190
vardır,189
yoktur,188
sonra,185
yılında,185
en,184
köy,184
çok,184
tarafından,183
daha,182
km,182
gibi,181
ilk,181
ise,181
birlikte,180
iklimi,180
ilçesine,180
tüzel,180
bağlı,179
büyük,179
kadar,179
ya,179
şebekesi,179
ancak,178
olup,178
arasında,177
köyün,177
iki,176
olduğu,176
yer,176
göre,175
hakkında,175
köyde,175
ayrıca,174
bilgi,174
tarım,174
veya,174
yol,174
alanı,173
ilinin,173
köydür,173
suyu,173
temsil,173
yapılmaktadır,173
adı,172
alması,172
bilgileri,172
bulunan,172
elektrik,172
etki,172
etmesi,172
her,172
ilköğretim,172
içme,172
okulu,172
sabit,172
sağlayan,172
sağlık,172
un,172
acentesi,171
dayalıdır,171
ekonomisi,171
evi,171
hayvancılığa,171
içerisindedir,171
kanalizasyon,171
kişiliği,171
kişiliğini,171
muhtarlık,171
ocağı,171
oldu,171
seçimleri,171
telefon,171
ulaşımı,171
yerinin,171
önemli,171
şubesi,171
asfalt,170
aynı,170
diğer,170
iline,170
içinde,170
ptt,170
uzaklıktadır,170
yıl,170
adlı,169
eski,169
hem,169
son,169
te,169
yeni,169
bulunmaktadır,168
gelen,168
ne,168
önce,168
üzerine,168
gelenek,167
karşı,167
olmuştur,167
yapılan,167
yemekleri,167
alan,166
devam,166
kendi,166
o,166
sahip,166
zaman,166
üzere,166
üzerinde,166
ABD,165
bazı,165
görenek,165
iyi,165
tarihinde,165
şekilde,165
adının,164
aldı,164
başladı,164
biri,164
birçok,164
fazla,164
geldiği,164
kabul,164
küçük,164
olduğunu,164
tek,164
tüm,164
yüksek,164
çeşitli,164
eden,163
etti,163
farklı,163
kez,163
ortaya,163
sadece,163
su,163
ama,162
fakat,162
geçmişi,162
ikinci,162
nereden,162
olmak,162
sırasında,162
uzun,162
yaklaşık,162
yaptı,162
II,161
ait,161
başka,161
daki,161
gün,161
köyü,161
olması,161
rağmen,161
süre,161
sıra,161
tarihi,161
taşımalı,161
yıllarda,161
zamanda,161
almıştır,160
altında,160
az,160
boyunca,160
doğru,160
edilen,160
eğitimden,160
film,160
geri,160
ki,160
kısa,160
nedeniyle,160
olur,160
yakın,160
yanı,160
yararlanılmaktadır,160
yerine,160
özellikle,160
Türkiye,159
adını,159
ardından,159
dolayı,159
eder,159
elde,159
gelir,159
genel,159
hemen,159
ilgili,159
ismi,159
karasal,159
kullanılan,159
onun,159
sahiptir,159
yaptığı,159
yüzyıl,159
yılları,159
çıkan,159
özel,159
alır,158
beraber,158
bilinen,158
bulunur,158
bütün,158
eğitim,158
göç,158
kişi,158
müzik,158
na,158
oluşan,158
pek,158
ta,158
tam,158
tekrar,158
verilen,158
yeniden,158
yılı,158
biridir,157
bulunduğu,157
döneminde,157
dışında,157
edilir,157
genellikle,157
geçen,157
oldukça,157
oğlu,157
sonucu,157
yine,157
ünlü,157
İstanbul,157
adet,156
adıyla,156
ana,156
arasındaki,156
devlet,156
değildir,156
dönemde,156
dört,156
dır,156
edilmiştir,156
etmiştir,156
geniş,156
görev,156
isimli,156
itibaren,156
kalan,156
merkezi,156
onu,156
savaş,156
sonunda,156
yani,156
yanında,156
yapan,156
yaşayan,156
yerleşim,156
şu,156
beri,155
deki,155
diye,155
ele,155
grup,155
insan,155
kurulmuştur,155
nüfusu,155
on,155
var,155
yı,155
burada,154
değil,154
dünya,154
etmektedir,154
haline,154
içerisinde,154
kullanılır,154
kurulan,154
mevcuttur,154
olmayan,154
temel,154
yapmıştır,154
yi,154
aldığı,153
almaktadır,153
başarılı,153
başlamıştır,153
bile,153
birkaç,153
edildi,153
genç,153
günü,153
halk,153
halkı,153
hiç,153
iç,153
köye,153
kısmı,153
meydana,153
milyon,153
neden,153
rol,153
sırada,153
toplam,153
verdi,153
yapılır,153
yeri,153
yıllarında,153
çoğu,153
ün,153
albüm,152
albümü,152
alt,152
amacıyla,152
anda,152
askeri,152
ayrı,152
açık,152
başlar,152
başlayan,152
bin,152
bunun,152
bölge,152
etmek,152
geldi,152
güzel,152
idi,152
karar,152
kazandı,152
kullanılamamasının,152
la,152
nüfus,152
ona,152
sayıda,152
sayısı,152
tür,152
uygun,152
yok,152
yılından,152
üst,152
şehir,152
şeklinde,152
an,151
anlamına,151
dahil,151
doğal,151
ekonomik,151
erkek,151
filmi,151
gelmiştir,151
ifade,151
iş,151
konusunda,151
olmasına,151
orta,151
resmi,151
sistemi,151
sonraki,151
sonucunda,151
söz,151
tamamen,151
veren,151
yapılmıştır,151
yapımı,151
yazar,151
yolu,151
yıllık,151
çıktı,151
şarkı,151
artık,150
ayında,150
başına,150
başında,150
defa,150
denir,150
deniz,150
dönem,150
ettiği,150
futbol,150
gelmektedir,150
genelde,150
girdi,150
grubu,150
güçlü,150
halinde,150
hareket,150
hava,150
ilçe,150
inşa,150
kadın,150
kaldı,150
kurulmuş,150
kız,150
olmuş,150
olsa,150
oluşur,150
oyun,150
oyuncu,150
sahibi,150
sayesinde,150
sinema,150
sık,150
takım,150
uluslararası,150
vardı,150
yüzyılda,150
ay,149
babası,149
belli,149
beş,149
bilinir,149
bilinmektedir,149
bölgede,149
bölümü,149
değişik,149
doğdu,149
ederek,149
edilmektedir,149
ev,149
gerçek,149
geçti,149
günümüzde,149
halen,149
herhangi,149
hizmet,149
hiçbir,149
iken,149
ilan,149
ileri,149
içine,149
katıldı,149
kendini,149
kendisine,149
kuzeyinde,149
metre,149
nedenle,149
olabilir,149
ortak,149
sezonunda,149
sürekli,149
türü,149
verdiği,149
yılına,149
çalışan,149
çocuk,149
üçüncü,149
aile,148
altı,148
ağır,148
baş,148
benzer,148
beyaz,148
bilim,148
bugün,148
bunu,148
denilen,148
dünyanın,148
edilmiş,148
el,148
görülür,148
hala,148
kara,148
kaynağı,148
kullanılmaktadır,148
kuzey,148
para,148
piyasaya,148
sanat,148
siyasi,148
sosyal,148
tane,148
verir,148
yapılmış,148
yardım,148
yaygın,148
yerde,148
yere,148
yoğun,148
yüzden,148
zorunda,148
çalışmaları,148
çalıştı,148
ülke,148
üzerinden,148
adında,147
alarak,147
altına,147
arada,147
arası,147
açısından,147
başkanı,147
